Image Name,BLIP Caption,Goal_1,Goal_2,TF-IDF_Goal_1,TF-IDF_Goal_2,SBERT_Goal_1,SBERT_Goal_2,Image-Goal_1,Image-Goal_2,Goal 1 Label,Goal 2 Label
16.jpg,tobacco field with tobacco leaves,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.1131380031273992,0.09345381,0.047647215,0.228515625,0.2186279296875,0,0
17.jpg,a man in a safety vest is standing next to a plane,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0476767465883859,0.16283903,0.20178925,0.28076171875,0.288330078125,1,1
18.jpg,a man in a white jacket and tie standing on a roof,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0476767465883859,-0.01640318,-0.102077015,0.23486328125,0.2132568359375,0,0
19.jpg,a woman in a blue vest and glasses smiles at the camera,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0714490780787122,0.0461464084951452,0.023630213,-0.009260571,0.1949462890625,0.1744384765625,0,0
20.jpg,a blue and white airplane flying over a city,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.054443949690238,0.26105,0.15563008,0.279296875,0.28759765625,0,0
21.jpg,a small plane flying over a field,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0,0.22351003,0.1366237,0.265869140625,0.2283935546875,0,0
22.jpg,a small plane flying over a body of water,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0,0.16980685,0.13486981,0.270751953125,0.265380859375,0,0
23.jpg,a large passenger jet flying through the sky,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0842962678827006,0.0,0.2790264,0.20393293,0.299560546875,0.310791015625,0,0
24.jpg,a helicopter flying through the air with a camera attached to it,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0731529900188649,0.1492663861914017,0.07288429,0.04656811,0.2265625,0.1944580078125,0,0
25.png,green building council logo,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0,0.17447755,0.10974981,0.2236328125,0.205810546875,0,0
26.jpg,turkish airlines airbus a320 - 300 - 3d model,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0,0.17970955,0.20528686,0.26806640625,0.270263671875,0,0
27.jpg,a bird is standing on the shore of a lake,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0785379789645729,0.0,-0.007328354,-0.04408054,0.20166015625,0.19482421875,1,1
28.jpg,a man and woman in a large room with boxes,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.1649069642841709,0.014460117,0.07508093,0.249267578125,0.252197265625,1,1
29.jpg,two men in white suits and white protective gear spray paint on a large airplane,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0353792259429768,0.23996907,0.31040692,0.26416015625,0.280517578125,0,1
30.png,a small plane flying in the sky,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0915405806626789,0.0,0.23265299,0.15440282,0.2396240234375,0.2259521484375,0,0
31.png,an airplane with the word american on it,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0808181789626267,0.1084698956891879,0.24077688,0.18148744,0.2958984375,0.27294921875,0,0
32.jpg,two men in a tunnel looking at something,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0,-0.12161412,-0.048392113,0.253173828125,0.2347412109375,0,0
33.jpg,a monarch butterfly on a flower,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0,0.049930006,0.033128373,0.235595703125,0.2061767578125,0,0
34.jpg,a dirt field with trees and rocks,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.1942711478162102,-0.025914874,-0.070029795,0.1915283203125,0.15576171875,0,0
35.png,a man working on a machine,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0,0.04220871,0.05374395,0.263671875,0.24560546875,0,0
36.png,a large passenger jet flying through the air,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0842962678827006,0.0,0.28732765,0.2031922,0.27099609375,0.275146484375,0,0
37.jpg,a body of water,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0,-0.027808867,-0.044891983,0.211669921875,0.19482421875,0,0
38.jpg,a helicopter flies over ice on the shore of lake superior,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0698589406126451,0.0,0.02491546,0.03832647,0.25830078125,0.2353515625,0,0
39.jpg,the america ' s cup race boat races through the water,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.1416901706400587,0.0,0.12687057,-0.006137766,0.1959228515625,0.1796875,0,0
40.jpg,a man putting a recycling bin into a recycling bin,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0,0.15443958,0.05311031,0.224609375,0.214599609375,0,1
41.jpg,a jet flying in the sky,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.101044255237969,0.0,0.2852646,0.1990716,0.263916015625,0.2418212890625,0,0
42.jpg,a group of people carrying a bunch of letas,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0,0.014078887,0.060790963,0.2064208984375,0.1939697265625,0,0
43.png,a man riding a bike on a white background,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0,-0.0013128258,-0.039241716,0.2049560546875,0.1907958984375,0,0
44.jpg,a man is working on a road with a machine,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.1131380031273992,0.08130597,0.0053071007,0.22802734375,0.198486328125,0,0
45.jpg,a herd of elk and elk grazing in front of wind turbines,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0365725145760195,0.04357692,-0.032981902,0.234130859375,0.1976318359375,0,0
46.jpg,a view of the wing of an airplane,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0738185202406583,0.0,0.18196386,0.115929686,0.276611328125,0.2783203125,0,0
47.png,a large passenger jet flying through the air,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0842962678827006,0.0,0.28732765,0.2031922,0.25830078125,0.28662109375,0,0
48.jpg,a man in a blue shirt and hat is working on a piece of metal,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0410379332089067,0.047230747,0.05117691,0.261962890625,0.26416015625,0,1
49.png,a clear glass award with a blue and white background,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.1649069642841709,0.09399926,-0.007966971,0.256103515625,0.217529296875,0,0
50.png,a white and purple plane flying through the air,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0808181789626267,0.0521975762393258,0.19664134,0.18754542,0.29345703125,0.279296875,0,0
51.jpg,a mountain lion in a cave,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0,-0.083434924,-0.054540705,0.181640625,0.1510009765625,0,0
52.jpg,a person holding a cell phone with a dashboard on it,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.1054095315593087,-0.10594659,-0.09483485,0.215576171875,0.2010498046875,0,0
53.jpg,a man wearing glasses and a vest stands in front of a tree,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0451193954804814,-0.04856597,-0.05711692,0.218994140625,0.1837158203125,0,0
54.jpg,a plane flying in the sky,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.101044255237969,0.0,0.2512936,0.18966998,0.27294921875,0.2254638671875,0,0
55.jpg,a small plant with green leaves in the water,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0808181789626267,0.1084698956891879,0.0049872254,-0.042936012,0.2158203125,0.1943359375,0,0
56.png,a sphere with a col of images of various business and business items,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.1172508157012974,0.08078973,0.06799488,0.268798828125,0.248046875,0,0
57.jpg,a man in a suit and tie standing in front of a glass wall,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0393728682264945,-0.05204625,-0.056539867,0.2220458984375,0.181884765625,0,0
58.jpg,a rendering of a futuristic airport with a large building,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.1131380031273992,0.34504944,0.15039894,0.26611328125,0.2308349609375,0,0
59.png,a woman in a purple jacket and black pants,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.054443949690238,-0.01197397,0.03439484,0.24169921875,0.2310791015625,0,0
60.png,a robot with boxing gloves and boxing gloves,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.1384267355488438,-0.041374516,-0.0010128785,0.2220458984375,0.2281494140625,0,0
61.png,a man wearing a safety vest,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0,0.049467966,0.12178269,0.218017578125,0.249755859375,0,0
62.jpg,a group of people standing around a pile of dirt,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0,-0.068046324,-0.0074606575,0.1846923828125,0.1737060546875,0,1
63.jpg,a blur of a blue and green field,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0,0.0591227926620563,-0.0017876141,-0.06616501,0.224365234375,0.217529296875,0,0
64.jpg,a blue and white airplane flying through the clouds,Catalyze the industry toward sustainable aviation fuel commercialization,Work with aviation stakeholders to ensure that all Boeing products comply with chemical restrictions and bans ,0.0808181789626267,0.0521975762393258,0.18156995,0.15674114,0.267578125,0.2734375,0,0
