Image Name,BLIP Caption,Goal_1,Goal_2,Goal_3,Goal_4,TF-IDF_Goal_1,TF-IDF_Goal_2,TF-IDF_Goal_3,TF-IDF_Goal_4,SBERT_Goal_1,SBERT_Goal_2,SBERT_Goal_3,SBERT_Goal_4,Image-Goal_1,Image-Goal_2,Image-Goal_3,Image-Goal_4,Goal 1 Label,Goal 2 Label,Goal 3 Label,Goal 4 Label
21.jpg,a group of people standing on a stage,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0659036634061767,0.0,0.0501916297435038,0.0,0.004173424,0.028859345,0.07091973,-0.024779845,0.2291259765625,0.229248046875,0.2293701171875,0.238525390625,0,0,0,0
22.jpg,a rendering of the proposed apartment complex in the city,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0484061066338679,0.0,0.0914636329467644,0.0,-0.00029554963,0.03120927,0.008522759,0.03467171,0.1749267578125,0.199951171875,0.1844482421875,0.17626953125,0,0,0,0
23.png,a white background with a black and white border,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0375900080683848,0.0529665715240361,0.0,0.1103037363755617,-0.03454076,0.051601645,-0.019806748,0.0060357386,0.226806640625,0.217529296875,0.231689453125,0.2144775390625,0,0,0,0
24.jpg,a man in a hat and shirt is putting a pillow,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0410678807713485,0.0578671023496187,0.0647351167233068,0.1205091705717336,0.08487822,-0.09282167,0.025449824,0.029908087,0.1871337890625,0.2039794921875,0.206298828125,0.201171875,0,0,0,0
25.jpg,a woman and her child are sitting on a train,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0400763181159835,0.0564699312127994,0.0,0.1175995392266629,0.011148766,-0.04252216,-0.008420572,0.044905365,0.1759033203125,0.1995849609375,0.2113037109375,0.1864013671875,0,0,0,0
26.jpg,a man standing on a stage holding a microphone,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0,0.0,-0.03764867,-0.0046050586,0.013781713,-0.067849755,0.167236328125,0.189453125,0.191650390625,0.1854248046875,0,0,0,0
27.jpg,a man standing in front of a table with a basket,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.05773469105029,0.0,0.1090900499488616,0.0,0.016333736,-0.007968297,-0.017161693,0.071058065,0.1710205078125,0.1959228515625,0.197021484375,0.182373046875,0,0,0,0
28.jpg,a group of people posing for a photo,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0681220599578126,0.0,0.0518811403501864,0.0546528604254826,0.00788682,0.053010892,0.062745795,0.0049876496,0.192138671875,0.206298828125,0.1873779296875,0.2310791015625,0,0,0,0
29.jpg,a woman riding a bike on a train platform,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0,0.0,-0.007410908,-0.013754815,-0.027844753,0.019113401,0.208740234375,0.2305908203125,0.224609375,0.218505859375,0,0,0,0
30.jpg,a man in a suit and tie talking to two women,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0972117704051745,0.0560901369998164,0.1535651877447612,0.1168086116748045,0.07312719,-0.010631599,0.053184614,0.00962159,0.18408203125,0.2281494140625,0.2197265625,0.2119140625,0,0,0,0
31.jpg,a man standing on a boat looking at wind turbines,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0,0.0,-0.06915212,0.08513372,-0.06514356,-0.12212488,0.20703125,0.2259521484375,0.2242431640625,0.1773681640625,0,0,0,0
32.jpg,solar panels in a field,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0894340561959681,0.0,-0.040586047,-0.003459623,0.0030727796,-0.01844544,0.203125,0.2186279296875,0.2359619140625,0.2252197265625,0,0,0,0
33.jpg,a man and a woman standing on a hill next to a wind turbine,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0894189184502064,0.0515937459563077,0.0808332514789165,0.1074448050693581,0.03576711,0.031751834,0.0030978872,-0.09184362,0.2215576171875,0.235595703125,0.2548828125,0.2335205078125,0,1,0,0
34.jpg,a tall building with many windows and bales,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0431317446784917,0.0607752101386541,0.0,0.126565351775909,-0.01669947,0.03512971,-0.010578109,-0.02779889,0.1968994140625,0.226318359375,0.2022705078125,0.1988525390625,0,0,0,0
35.jpg,a man in a yellow vest and hard hat standing in a field of grass with solar panels,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0698402844814526,0.0402970865394537,0.122076267972927,0.0839193302955999,0.004220249,-0.020855783,-0.0010900553,-0.046411827,0.20361328125,0.223388671875,0.2491455078125,0.227783203125,0,0,0,0
36.jpg,a couch in a room with a rug on the floor,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0617798904985196,0.0,-0.043644447,-0.03821862,-0.051630296,0.024092577,0.2132568359375,0.2216796875,0.220947265625,0.2264404296875,0,0,0,0
37.jpg,a man and woman sitting on a couch talking,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0431317446784917,0.0607752101386541,0.0,0.126565351775909,-0.009376135,-0.017079294,-0.0010185819,-0.008847335,0.1895751953125,0.20751953125,0.220703125,0.2044677734375,0,0,0,0
38.jpg,a young oranguel hanging from a tree,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0,0.0,-0.030332144,-0.0308473,-0.053504888,-0.018822432,0.20458984375,0.225830078125,0.2093505859375,0.177978515625,0,0,0,0
39.jpg,a blur of a car driving on a track,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0659036634061767,0.0,0.0501916297435038,0.0,-0.024125122,-0.0071699526,0.0079957545,0.0007021688,0.2127685546875,0.216064453125,0.21923828125,0.2034912109375,0,0,0,0
40.jpg,a man is riding a boat on the water,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0,0.0,-0.09836483,0.0060197413,-0.08827491,-0.0057635605,0.2193603515625,0.2347412109375,0.2432861328125,0.228515625,0,0,0,0
41.jpg,a large machine in a factory,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0894340561959681,0.0,0.20132184,-0.0085903015,0.22074479,0.27916154,0.247314453125,0.22265625,0.223388671875,0.2353515625,0,1,0,0
42.jpg,two men in suits sitting on a ledge looking at a tablet,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.055007205689268,0.0,-0.07524574,0.093710646,-0.05085903,0.0040234216,0.2259521484375,0.248779296875,0.254150390625,0.223876953125,0,0,0,0
43.jpg,a woman using a water dispy machine,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0,0.0,0.05981314,-0.04031689,-0.0051184148,0.0755686,0.223876953125,0.2066650390625,0.22607421875,0.208984375,0,0,0,0
44.jpg,a man and woman looking at a model of a wind turbine,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0950017768826889,0.0548149947106854,0.0420410973973417,0.1141531073660575,-0.002105208,0.08266905,-0.021199297,-0.06508053,0.2340087890625,0.23388671875,0.2587890625,0.2242431640625,0,0,0,0
45.jpg,a rendering of the proposed tower in the city,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0509966315899444,0.0,0.0963584456098476,0.0,-0.0011047283,0.010614393,-0.0013519563,0.043120377,0.211181640625,0.245361328125,0.23046875,0.2242431640625,0,0,0,0
46.jpg,a man in a suit and tie sitting at a table with other people,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0343364437035706,0.0483821045741094,0.0541243825896329,0.1007565102796135,0.0025682375,-0.026681477,0.0053856354,0.041798797,0.240234375,0.243896484375,0.25341796875,0.2198486328125,0,0,0,0
47.jpg,the team at the city of chicago ' s city park,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0436003353208905,0.0,0.0332056182314388,0.0,-0.047774125,-0.032596316,-0.072199926,-0.040320933,0.1488037109375,0.18017578125,0.198486328125,0.161865234375,0,0,0,1
48.jpg,a group of men digging dirt in the street,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.05773469105029,0.0,0.1090900499488616,0.0,0.07486567,-0.00040421076,0.043435324,0.020498265,0.1820068359375,0.1861572265625,0.2193603515625,0.1876220703125,0,0,0,0
49.jpg,a woman sitting on a subway train using her phone,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0,0.0,-0.050053395,-0.03189222,-0.057293765,0.025489353,0.2022705078125,0.2340087890625,0.2073974609375,0.2249755859375,0,0,0,0
50.png,the cover of the digital future report,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0529247023014997,0.0,0.0403069711896026,0.0,0.12484208,0.35765305,0.15575966,0.24374476,0.19921875,0.249755859375,0.2117919921875,0.2177734375,0,0,0,0
51.jpg,a woman sitting at a table with two men in the background,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.055007205689268,0.0,0.014764894,5.6575984e-05,0.0033521447,0.0018416494,0.216796875,0.2161865234375,0.243896484375,0.207275390625,0,0,0,0
52.jpg,a man and woman sitting on chairs in front of a screen,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.091254383622124,0.0526527894499315,0.1001895912835339,0.1096502801637375,0.024176724,0.044576086,0.019583516,0.027531838,0.1529541015625,0.205078125,0.1812744140625,0.1832275390625,1,0,1,0
53.png,privacy protection for data protection,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0,0.0478556226203307,0.116892524,0.14435124,0.055512868,0.11821037,0.22265625,0.2330322265625,0.2265625,0.2080078125,0,0,0,0
54.jpg,"a man with a beard and a beard, looking at his laptop",Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0337505673972428,0.0475565697876604,0.0,0.0990373208204278,-0.019408759,0.040395394,0.0019693114,0.07140557,0.193603515625,0.2308349609375,0.2061767578125,0.2178955078125,0,0,0,0
55.jpg,a man and woman talking to each other people,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1017805472605865,0.0587262716846755,0.0920079633590977,0.1222984045189048,0.042366937,-0.01498612,0.0671964,-0.01020488,0.2138671875,0.232421875,0.236083984375,0.2259521484375,0,0,0,0
